Year,Title,Body
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】展示会情報：CEATEC 2023で電子情報系の最新研究成果を展示 社会実装が期待される、電子情報系の気鋭の若手研究者の最新の研究成果を4件 CEATEC 2023に出展します。 １．革新的デバイス技術 ・中赤外メタ表面を駆使した超狭帯域オンデマンド光源の開発 (西島喜明准教授) ・光の相関制御技術に基づく分布型光ファイバセンサ (水野洋輔准教授) ２．革新的材料及びその製造技術 ・マイクロメートル厚の透明セラミックス結晶の迅速製造技術 (伊藤暁彦准教授) ３．革新的動画像処理技術 ・リアルタイム低電力深層学習による革新的な動画像圧縮システム (孫鶴鳴准教授) 問い合わせ担当先 産学・地域連携課 産学連携係 メールアドレス：sangaku.sangaku ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】都市街路空間における見過ごされてきた植物の多様性 横浜国立大学大学院環境情報学府の卒業生のMirka Heikkinen（2022年度博士課程前期修了）、同大学院の佐々木雄大教授は、都市街路空間において見過ごされてきた自発植生（人によって植えられた植物ではなく、自発的に生育する植物）の多様性を評価した論文を発表しました。 都市街路空間は概して、舗装された路面が目立つため、街路の植え込みや街路樹の基部などの一部を除き、自発植生はあまり存在しないと認識されがちです。自発植生が仮に存在したとしても、人や車の移動に伴う種子散布や定着環境など、人為影響の受けやすさから、そのほとんどが外来植物である可能性が予想されます。この研究では、一見忘れられがちな都市の街路空間において、街路の植え込みや街路樹基部のような土壌に覆われた基質表面だけでなく、アスファルトの割れ目、舗装された歩道、街路と建造物敷地を隔てる壁面など人工的な基質表面にも着目し、自発植生の多様性がどのように分布するのかを調査しました。結果、街路空間のさまざまな生息環境を通して、外来種は必ずしも優占しないこと、生息環境に特有に分布する自発的な植物種が数多く存在することが明らかとなりました。以上の知見は、都市の街路空間もさまざまな自発植生を支えうること、街路空間において多様な生息環境を創成することによって、街路を行き交う人間の目に触れる自発植生の多様性を担保できる可能性を示唆しています。 本研究成果は、国際科学雑誌「Global Ecology and Conservation」に掲載されました（2023年9月5日付）。 Global Ecology and Conservation 掲載記事 問い合わせ担当先 大学院環境情報研究院　教授　佐々木雄大 メールアドレス：sasaki-takehiro-kw ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】アルカンとベンゼンの直接結合反応のための金属ナノ粒子-ゼオライト複合触媒を開発 酸点とPd粒子の近接による反応の高効率化を実現 横浜国立大学 大学院工学研究院 本倉健 教授（東京工業大学 物質理工学院 応用化学系 特定教授）、東京工業大学 物質理工学院 応用化学系 美崎慧 大学院生（研究当時）、電気通信大学 燃料電池・水素イノベーション研究センター 三輪寛子 特任准教授、日本原子力研究開発機構 伊藤孝 研究副主幹らの研究グループは、ゼオライトの外表面にPdナノ粒子を担持した触媒を開発し、この触媒を用いてアルカンとベンゼンの直接結合反応を実現しました。従来のアルキルベンゼン合成では副生成物が大量に排出されますが、本手法を用いると水素あるいは水のみが副生成物となります。ゼオライトの酸点からPdナノ粒子への水素原子の移動がこの反応の鍵であり、μ+SR法を用いた測定から原子状水素がゼオライト中に生成した場合、反応に必要な時間にわたってその状態を維持し得ることが示唆されました。 本研究成果は、国際科学雑誌「ACS Catalysis」に受理され、オンライン版が2023年9月6日（米国東部夏時間）に公表されました。また、本研究成果は、科学研究費補助金 学術変革領域研究B「表面水素工学」における共同研究になります。 ACS Catalysis 掲載記事 問い合わせ担当先 大学院工学研究院　教授　本倉健 メールアドレス：motokura-ken-xw ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】アンカーやペグで基材にがっちり張り付くα-Al2O3被膜 －核融合炉などの保護性被膜、剥がれにくくなるメカニズムを解明－ 東京工業大学 科学技術創成研究院 ゼロカーボンエネルギー研究所の近藤正聡准教授と同 環境・社会理工学院 融合理工学系の北村嘉規大学院生、横浜国立大学の大野直子准教授、核融合科学研究所の菱沼良光准教授らは、核融合炉の液体金属ブランケットなどの腐食環境下において構造材料を保護する、α-Al2O3（アルファアルミナ）被膜の成長や基材との付着性を促進するメカニズムを明らかにした。 核融合炉や高速増殖炉、太陽熱発電所などのエネルギープラントでは、高効率なエネルギー変換を実現するために、優れた伝熱性を有する液体金属を冷却材として利用することが検討されている。しかし、高温の液体金属には構造材料を腐食するという問題がある。その対策として、液体金属を冷却材とする機器の構造材料の表面に緻密な保護性酸化被膜を形成させて、腐食を抑制する方法が検討されてきた。 近藤准教授らは、酸化物分散強化型（Oxide Dispersion Strengthened: ODS)のFeCrAl合金が緻密な組織からなるα-Al2O3被膜を形成することに注目し、被膜の成長挙動を調べた。その結果、合金中に含まれるチタン（Ti）やイットリウム（Y）、ジルコニウム（Zr）が被膜内に移動して細長い酸化物を形成し、酸素だけが通れるトンネルのような役割を果たすことで、被膜の成長を促していることを突き止めた。さらに、被膜が成長する過程において、アンカーやペグに似た構造を自ら形成し、基材表面への付着強度を大きく上昇させることも明らかにした。こうしたメカニズムはα-Al2O3被膜が有する高い保護性をさらに促進すると結論できる。 本研究成果は、ゼロカーボンエネルギーの実現を目指して加速している核融合炉等のエネルギープラント開発に要求される、構造材料の過酷環境下バリア技術の成立につながるものと期待され、Elsevierの「Surface and Coatings Technology」オンライン版に2023年7月6日付で掲載された。 Surface and Coatings Technology 掲載記事 問い合わせ担当先 大学院工学研究院　准教授　大野直子 メールアドレス：oono-naoko-yh ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】発光トビムシの正体を解明！土に潜む、緑色に光る陸上最小の発光節足動物 〜独自に考案した方法で、発光トビムシを次々と発見〜 大平敦子博士（多摩六都科学館学芸員；当時横浜国立大学社会人大学院生）を中心とする横浜国立大学・多摩六都科学館・名古屋大学・中部大学の研究チームは300年以上謎だった発光トビムシの正体を世界で初めて突き止めました。また、トビムシの発光能を試験する方法を考案し、既知種の中から新たに3種が光ることを発見するという快挙を成し遂げました。加えて、トビムシが発光する様子の動画撮影に世界で初めて成功し、緑色に光るということを科学的に確かめました。これらの成果はニュージーランドの科学雑誌「ズータクサ」に8月7日に公開されました。 Zootaxa （ズータクサ）掲載記事 問い合わせ担当先 大学院環境情報研究院　准教授　中森 泰三 メールアドレス：nakamori-taizo-gc ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】気候変動に対する乾燥地の知られざる感受性を解明 横浜国立大学の佐々木雄大教授は、鳥取大学の衣笠利彦准教授、モンゴル気象水文環境研究所のGantsetseg Batdelger博士、米国ニューメキシコ大学のScott Collins教授らとの国際共同研究で、気候変動に対する乾燥地の知られざる感受性の可視化に成功しました。モンゴル国全土に広く分布する48の草原サイトにおける40年間の植物生産量および気候データを解析した結果です。陸域において、広域的かつ長期的に野外で観測された時系列データは世界的に少なく、さらにそのような時系列データの複雑性ゆえに、気候変動に対する乾燥地の応答の理解には限界がありました。今回は、長期時系列データと非線形時系列解析手法を組み合わせることで、乾燥度の高いモンゴル南部地域では年間の降水量が増加しても生産量は必ずしも増加せず、またモンゴル全域を通して年間の乾燥度が改善されても生産量は必ずしも増加しない、といった感受性を発見しました。生産量は、降水量や乾燥度の変動性の増加に対して、より湿潤な北部地域で負に、より乾燥した地域で正に反応することもわかりました。成果は、気候変動に対する乾燥地の応答の正確な予測に貢献するとともに、乾燥地の牧畜業や農業を気候変動下でいかに持続的に行っていくかを検討する上で重要な科学的根拠となります。 本研究成果は、国際科学雑誌「Proceedings of the National Academy of Sciences of the United States of America (PNAS)」に掲載されました（2023年8月21日米国東部時間午後3時付）。 Proceedings of the National Academy of Sciences of the United States of America (PNAS) 掲載記事 問い合わせ担当先 大学院環境情報研究院　教授　佐々木雄大 メールアドレス：sasaki-takehiro-kw ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】低重力環境下における粉粒体の流動特性の測定に成功 Hourglassミッション：様々な天体の重力環境を再現し月や惑星の砂を降らせる実験 横浜国立大学工学研究院 尾崎 伸吾教授、慶應義塾大学理工学部 石上 玄也准教授、JAXA　宇宙科学研究所 大槻 真嗣准教授らの研究グループは、国際宇宙ステーションきぼうモジュールの細胞培養実験装置を活用することで様々な低重力環境を再現し、各種粉粒体（砂やレゴリス模擬土）の流動特性の測定に成功しました。長時間の安定した人工重力環境下(0.063G～2.0G)での粉粒体の流動挙動の測定およびその解析は世界初の成果です。また実験結果に基づき、いくつかの砂の流動特性はよく知られた物理法則に定量的に従い、低重力では重力の大きさの平方根（√G）に比例することを明らかにしました。加えて、測定結果の回帰分析により、砂の「かさ密度」は重力とともに減少することも示唆しました。得られた成果は、将来の宇宙探査機の開発や各種ミッションの検討に利用可能です。 本研究成果は、Natureのパートナー誌であり、NASAからもサポートを受けている「npj Microgravity」（8月8日（英国時間）付 online上）に掲載されました。 npj Microgravity 掲載記事 問い合わせ担当先 大学院工学研究院　教授　尾崎伸吾 メールアドレス：ozaki-shingo-xd ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】展示会情報：社会実装が期待される研究成果 大学見本市2023～イノベーション・ジャパン/ INCHEM TOKYO 2023/ CEATEC 2023 社会実装が期待される本学気鋭の若手研究者の最新の研究成果を、8月「大学見本市2023～イノベーション・ジャパン」、9月「INCHEM TOKYO 2023」、10月「CEATEC 2023」と、3ヶ月連続して展示会出展します。最新の特許技術、脱炭素・新材料技術、エレクトロニクス技術に関する研究成果をご紹介致します。 問い合わせ担当先 産学・地域連携課 産学連携係 メールアドレス：sangaku.sangaku ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】令和５年度「共創モデル実証プロジェクト」の共創モデル実証運行事業に採択 医療法人徳洲会　湘南鎌倉総合病院を間接補助事業者とし、本学も構成員として参画する、介護タクシーデジタル化共創プラットフォームは、国土交通省が公募する令和５年度「共創モデル実証プロジェクト」の共創モデル実証運行事業に採択されました。 従来の電話による介護タクシーの配車手配は、病院スタッフや患者の負担が大きいほか、介護タクシー事業者の受注機会損失をもたらしていました。本共創プラットフォームでは、こうした課題に対して、神奈川県、鎌倉市、藤沢市の協力を得ながら、介護タクシーデジタル化共創プラットフォームの構築を目指します。 問い合わせ担当先 リレーション推進課 メールアドレス：press ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】気候変動の総費用 生物多様性や人間健康などの非市場価値と2℃目標 全世界の気候変動にかかる総費用を新たに推計しました。総費用には、気候変動の緩和策に必要な費用と、緩和後も残る気候変動の経済被害に加えて、生物多様性の損失や健康被害といった非市場価値を貨幣換算したうえで合算されています。 非市場価値への影響を考慮し、将来価値を高く見積もると2℃目標は経済的にも不適切ではありません。一方、どの温度目標でも持続可能な社会(SSP1)を構築すれば気候変動の総費用は少なく抑えることができ、気候変動対策以外も含めて持続可能な社会を目指すことが重要です。 本研究成果は、気候変動を生物多様性や健康の問題と一体的に取り扱う必要があることに加え、生物多様性や人間健康などGDPには計上されない非市場価値やここでは考慮されていない大規模不可逆事象などのリスクなどを我々がどの程度重視しどのように受容・対処するかという価値判断、さらには太陽光発電や風力発電の低コスト化など科学技術イノベーションによる緩和費用の削減によって将来採りうる最適な温度目標が大きく変わり得ることを明確に示唆しており、今後の気候変動対策の推進に大いに資すると期待されます。 この研究成果は、2023年8月1日(英国夏時間)に英国物理学会のIOP Publishingの環境分野のオープンアクセス雑誌「Environmental Research Letters」で公開され、IOP Publishingからもプレスリリースが行われました。 Environmental Research Letters 掲載記事 問い合わせ担当先 総合学術高等研究院　上席特別教授　松田 裕之 メールアドレス：matsuda ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】高エネルギー密度・長寿命のコバルト・ニッケルフリーの電池材料の開発 リチウム過剰マンガン系岩塩型酸フッ化物材料の開発 横浜国立大学 藪内直明教授、パナソニック エナジー (株) 研究開発センター、立命館大学らの研究グループは、新しいリチウム過剰型マンガン系酸フッ化物酸化物材料を開発し、本材料がコバルト・ニッケルフリーでありながら、高エネルギー密度・長寿命の電池正極材料となることを発見しました。これまで、酸フッ化物材料は電解液に溶けやすいためサイクル寿命に課題がありましたが、濃厚電解液と組み合わせることで特性が劣化しないことも見出しました。これはリチウムイオン蓄電池の高性能化・低コスト化の両立実現に繋がる研究成果です。 本研究成果は、米国の科学雑誌 「ACS Energy Letters誌」(インパクトファクター 23.991) に2023年5月25日にオンラインで掲載されました。 ACS Energy Letters 掲載記事 問い合わせ担当先 大学院工学研究院　教授　藪内直明 メールアドレス：yabuuchi-naoaki-pw ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】氷河・積雪の融解を抑制！？雪氷藻類に寄生するツボカビの実態を解明 「高山や氷河に出現するツボカビは雪氷藻類に寄生するツボカビである」ということを横浜国立大学大学院環境情報研究院の鏡味麻衣子教授ら及び千葉大学大学院理学研究院の竹内望教授の研究チームが明らかにしました。ツボカビは、カエルやプランクトンなど様々な生物に寄生する菌類として知られています。氷河や高山積雪のような寒冷環境では、その存在は確認されていましたが、何をしているのか明らかになっていませんでした。 本研究では、ツボカビが雪氷藻類に寄生している様子を捉え、その１胞子からDNAを抽出することに世界で初めて成功し、系統関係を明らかにすることができました。さらに、これらツボカビは、世界中の高山に存在しうること、雪氷藻類に寄生することに特化したグループである可能性を示唆しました。 近年、氷河や高山では、雪氷性の藻類の繁殖によって表面が色づき、融解が加速している事実が明らかになっています。その藻類にツボカビが寄生していることは、これらの藻類とツボカビの宿主―寄生者関係によって氷河や積雪の融解が抑制される可能性を示しています。 本研究成果は、2023年6月20日（ロンドン時間）に、Frontiers in Microbiologyよりオンライン公開されました。 Frontiers in Microbiology 掲載記事 問い合わせ担当先 大学院環境情報研究院　教授　鏡味 麻衣子 メールアドレス：kagami-maiko-bd ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】気体から秩序形成する無機固体蛍光体 固体照明素子や放射線撮像の次世代技術に利用可能 横浜国立大学大学院環境情報研究院の伊藤暁彦 准教授、三觜佑理 (当時 博士課程前期2年)、松本昭源 (当時 博士課程後期3年) の研究グループは、ガーネット–サファイア共晶系における秩序構造の化学気相析出に成功しました。レーザー照射によって原料ガスの析出反応を促進することで、これまで溶融凝固法に限定されていたセラミックス共晶体の製造を、気相析出法で実現しました。サファイア透明体中にガーネット蛍光体を自己組織化させた蛍光体は、次世代の固体照明素子や放射線撮像技術への展開が期待できます。 研究成果は、米国セラミックス協会の学術誌Journal of the American Ceramic Societyに、掲載され、オープンアクセス論文として公開されました。 Journal of the American Ceramic Society 掲載記事 なお、本技術に関連して、横浜国立大学 伊藤暁彦研究室は、国立研究開発法人科学技術振興機構 (JST) が主催する 「大学見本市2023～イノベーション・ジャパン」 に出展いたします (日時: 2023年8月24日(木)～25日(金)、場所: 東京ビッグサイト)。 問い合わせ担当先 大学院環境情報研究院　准教授　伊藤暁彦 メールアドレス：ito-akihiko-xr ynu.ac.jp (担当：リレーション推進課)
2023,リスク共生社会創造センター所属教員が2022年度安全工学会学会賞を受賞 - 横浜国立大学,2023年5月24日（水）に開催された安全工学会(JSSE)第19回総会にて2022年度学会賞が発表され、以下の総合学術高等研究院 リスク共生社会創造センター所属教員がその学術的業績を高く評価され、「玉置功労賞」「北川学術賞」「学術技術奨励賞」「優秀講演賞」をそれぞれ受賞しました。（枠線内は 安全工学会ウェブページ より抜粋引用） 【玉置功労賞】野口 和彦 IMS客員教授 NPO法人リスク共生社会推進センター理事長 横浜国立大学リスク共生社会創造センター 前センター長 玉置功労賞は、長年安全工学協会会長として安全工学協会の発展に寄与された、元千代田化工建設（株）社長故玉置明善氏を記念して、長年にわたり安全工学への高く貢献された者を表彰するため1984年に設けられた賞です。 【北川学術賞】大谷 英雄 横浜国立大学名誉教授 放送大学特任教授・放送大学神奈川学習センター所長 北川学術賞は、安全工学会の設立者であり、長年副会長、会長として安全工学協会の発展のため貢献された元横浜国立大学教授 故北川徹三氏を記念して、安全工学分野の学術に高く貢献された者を表彰するため1984年に設けられた賞です。 【学術技術奨励賞】中山 穣 IMS准教授 横浜国立大学総合学術高等研究院リスク共生社会創造センター所属 学術技術奨励賞は安全工学分野に関する優れた学術論文、解説などの客観的な業績の観点から、次世代に向けての貢献が高く期待される若手研究者に贈られるものです。 【優秀講演賞】中山 穣 IMS准教授 横浜国立大学総合学術高等研究院リスク共生社会創造センター所属 優秀講演賞は安全工学研究発表会において、すばらしい発表を行った若手研究者に贈られるものです。今後の活躍が期待される中堅層を奨励します。 表彰状 玉置功労賞（野口 和彦 IMS客員教授） 学術技術奨励賞（中山 穣 IMS准教授） 優秀講演賞（中山 穣 IMS准教授） 参考リンク ・ 安全工学会 事業報告（総会報告） ※ 受賞者一覧および受賞理由詳細は第19回総会報告の「学会賞（受賞者一覧）」からご覧いただけます。 (担当：先端科学高等研究院／総合学術高等研究院)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】プラント操業のリスクベースプロセス安全管理導入を支援する「自律型高度保安導入ガイドライン」を公開 国立大学法人横浜国立大学は、2020年度から先端科学高等研究院（IAS）エネルギーシステムの安全研究ユニットを母体とし、産官学からの会員と共にストラトジックPSM(Process Safety Management)研究会を立ち上げ、活動を行ってきました。 この度、2022年度までの成果を「自律型高度保安導入ガイドライン」としてまとめましたので一般に公開致します。本ガイドラインは、リスクベースによるプロセスセーフティマネジメントを国内石化精製・化学プラント事業所に実装する際に必要となる組織論・技術論に焦点を当てた「ストラトジック PSMコンセプト」としてまとめ、解説したものです。 問い合わせ担当先 総合学術高等研究院リスク共生社会創造センター事務室 メールアドレス：risk.center ynu.ac.jp (担当：リレーション推進課)
2023,藪内直明工学研究院教授が令和5年度科学技術分野の文部科学大臣表彰【科学技術賞（研究部門）】を受賞 - 横浜国立大学,受賞情報 左から、辻山研究・学術情報部長、梅澤工学研究院長、薮内教授、梅原学長、四方副学長 賞状 文部科学省は、科学技術に関する研究開発、理解増進等において顕著な成果を収めた者について、その功績を讃える「科学技術分野の文部科学大臣表彰」を行っています。令和5年度の同表彰において、藪内直明工学研究院教授・先端科学高等研究院（IAS)主任研究者が【科学技術賞（研究部門）】を受賞しました。 藪内教授の「先駆的インサーション材料開発と蓄電池への応用に関する研究」は、自然エネルギーの活用に求められる高性能・低価格な蓄電池開発に繋がる、汎用元素の活用に立脚した先駆的な高性能インサーション材料の研究開発に関するものです。 本研究の成果が、リチウムイオン電池とそれを搭載する電気自動車の低コスト化と普及に寄与するものであることが高く評価され、今回の受賞に至りました。 文部科学省主催の授与式は、4月18日に開催されましたが、本学受賞者への伝達式は5月26日に開催し、学長から表彰状と副賞が代理授与され、祝辞が送られました。 （文部科学省ウェブサイト　受賞者情報） https://www.mext.go.jp/b_menu/houdou/mext_01224.html (担当：研究推進部研究推進課)
2023,工学研究院 藪内直明 教授が英国王立化学会のフェローに選出 - 横浜国立大学,英国王立化学会 (The Royal Society of Chemistry) は、 180年以上の歴史をもつ英国・ロンドンに本拠を構える学術機関で、化学の振興を目的とし、 世界各国の研究者・技術者が会員となっており、世界屈指の化学系学術機関です。 フェローは化学研究の発展に顕著な貢献をした研究者を顕彰するもので、大学院工学研究院 藪内直明 教授の長年の研究ならびに英国王立化学会への貢献が認められ、フェローに選出されました。 (担当：工学研究院)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】役員情報データベース構築プログラムの無償公開（期間延長） HTML形式有価証券報告書から役員情報を構造化データに変換 ２０２２年度期企業決算に対応した新バージョンの事前申込み 国立大学法人横浜国立大学の髙須悠介准教授（国際社会科学研究院）は、企業情報のなかでも注目される機会の多い役員情報（有価証券報告書の「役員の状況」）に注目し、企業が開示したHTMLファイルをCSV形式の構造化データへと変換するプログラムを開発し、２０２２年１２月１日から大学等の研究・教育機関又は公共の研究機関等に属する教員、研究員等又は学生に限定して無償公開してきましたが、この度、無償公開を２０２３年１１月３０日まで延長することにしました。 また、２０２２年度期の企業決算を反映した新バージョンの事前申込みも同時に実施します。 問い合わせ担当先 大学院国際社会科学研究院 准教授　髙須悠介 メールアドレス：takasu-yusuke-wk ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】半導体後工程の新たなチップ集積手法を開発 チップレット集積における配線の高密度化に貢献 横浜国立大学 工学研究院(ヘテロ集積研究拠点長)の井上史大准教授は、株式会社ディスコ、東レエンジニアリング株式会社と共同で、直接接合技術を用いた、新規なチップ仮接合および剥離技術の開発に成功しました。 半導体デバイスの微細化限界を突破し、高性能化・低消費電力化を目指す手法として「チップレット集積」が大きな注目を集めています。しかしチップをウエハ上に接合し垂直方向の電気的な接続を担保する接合/配線技術に課題が残っており、新たな接合手法や集積手法が求められています。 本研究では新たに開発されたCVD絶縁膜を用いて、チップをウエハ上に仮接合する方法が示されました。このアプローチでは、仮接合はプラズマ活性化ダイレクトボンディングによって行われます。したがって、仮接合界面はほとんどの前工程プロセスと互換性があり、先端ファブの技術を用いたさらなる微細化など、拡張性の見込める集積技術です。さらに、界面層が薄く固体であるため、ボンディング中のダイのずれのリスクを軽減することができます。これによってDie-to-Waferの「ハイブリッド接合」を可能とし、仮接合による材料の加工時間、材料損失を削減、低コスト化が実現可能になる新規な垂直方向配線形成技術及びチップ集積技術です。 この成果は5月30日（火） ～ 6月2日（金）にアメリカ・フロリダで開催される半導体パッケージング技術に関する最大の国際会議IEEE 73rd Electronic Components and Technology Conference （ECTC2023）で公表されます。 問い合わせ担当先 大学院工学研究院 准教授 井上史大 メールアドレス：inoue-fumihiro-ty ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】ライダーの感情を可視化する「感情センシングアプリ」を開発 産学共創の技術で、楽しく、安心・安全なバイクライディングを支援 横浜国立大学大学院環境情報研究院 島圭介准教授は、ヤマハ発動機株式会社、株式会社ミルウスらと共同開発した独自のAIモデルを用いて、心電データをもとにヒトの感情を推定し、スマートフォンアプリで可視化する感情推定技術を開発しました。 感情推定技術の共同研究およびアプリケーションの開発は、バイクライフの楽しさの増幅と、安心・安全な運転支援を目的に進めているものです。この感情推定技術を応用したバイク向けアプリの実証実験は、2023年後半より開始される見込みです。 問い合わせ担当先 大学院環境情報研究院 准教授 島　圭介 メールアドレス：shima ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】モビリティの視点から地域活性化へ 学生が作るデジタルマップ”Y’s navi”をリリース 横浜国立大学の地域課題実習プロジェクト「モビリティ・デザインの実践」は、横浜国立大学内の情報を掲載したデジタルマップ”Y’s navi”をLocaliST株式会社（本社：横浜市保土ケ谷区、代表取締役社長 有吉 亮）と共同開発し2023年5月にリリースしました。Y’s naviは従来の紙の地図ではできなかった、学内で販売中のお弁当の最新販売状況などのリアルタイムに変動する情報や学生活動に関する情報を掲載し、バスの現在位置や時刻表の一括表示等、学生視点で魅力的で知りたい情報を中心に掲載している点が特徴であり、横浜国立大学内のモビリティ（＝移動のしやすさ）の向上によるキャンパスライフの質の向上に寄与します。 デジタルマップ”Y’s navi” 問い合わせ担当先 大学院国際社会科学研究院 准教授　池島祥文 メールアドレス：ikejima ynu.ac.jp (担当：リレーション推進課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】若い太陽の激しい活動が地球上での生命誕生をもたらした可能性 太陽エネルギー粒子によるアミノ酸・カルボン酸の大量生成 横浜国立大学大学院理工学府の小林憲正名誉教授、癸生川陽子准教授、中部大学の河村公隆客員教授、NASAゴダード宇宙飛行センターのウラディーミル・アイラペティアン博士らの研究グループは、初期地球大気を想定した二酸化炭素・窒素・水蒸気に微量のメタンを加えた混合気体に高エネルギー陽子線を照射したところ、アミノ酸やカルボン酸が多く生成することを見いだしました。本研究は、従来、アミノ酸などが生成しにくいとされていた初期地球大気でも、若い太陽から発せられた大量の高エネルギー粒子により生命のもとになる分子が、隕石などにより供給されるよりも多く生成した可能性を示したものです。 問い合わせ担当先 大学院工学研究院　小林憲正 メールアドレス：kobayashi-kensei-wv ynu.ac.jp (担当：リレーション推進課)
2023,工学研究院藪内直明教授、光島重徳教授、黒田義之准教授及び環境情報研究院吉岡克成教授に「発明表彰」を授与しました - 横浜国立大学,４月１８日の「発明の日」を記念して、発明表彰実施要綱に基づき、４月１９日に令和５年度発明表彰授与式を行いました。通算第１７回目となる今回の授与式では、工学研究院の藪内直明教授、環境情報研究院の吉岡克成教授が、発明や知的財産に関し特に顕著な業績があった者に授与される功労賞を、工学研究院の光島重徳教授、黒田義之准教授が、発明実施に関する功績を残した者に授与される功績賞を、それぞれ授与されました。 藪内教授は、長年リチウム過剰バナジウム系正極材料の開発に取り組み、著名な学術雑誌への論文掲載等、顕著な研究業績が高く評価されたことにより、昨年度に続き2度目の功労賞受賞となりました。 吉岡教授は、サイバーセキュリティの最先端研究を進め、その研究成果を活かしてサイバー攻撃を観測・分析する技術等を開発し、社会実装の実績も数多いことが評価され、功労賞受賞となりました。 光島教授及び黒田准教授は、共同で水素エネルギー社会を実現するための基盤技術として、電気化学や材料化学の観点から水電解、有機ハイドライド、燃料電池等の材料、計測、デバイス分野の研究に継続的に取り組み、産業界への技術移転に多大な功績を挙げられたことが評価され、功績賞の受賞に至りました。 (担当：産学・地域連携課)
2023,プレスリリース一覧 - 大学案内 - 横浜国立大学,プレスリリース一覧 【プレスリリース】新たに「総合学術高等研究院」を設置 ビジョンドリブンな研究により、社会的インパクトの創出へ、学長をトップとする本学２つめの高等研究院の誕生 横浜国立大学は、2023年4月1日、ワンキャンパスである本学の強みを活かし、学部や大学院の枠を超え、様々な分野の研究者が集結した研究組織として “総合学術高等研究院”を設置しました。 総合学術高等研究院（Institute for Multidisciplinary Sciences（略称：IMS））は、分野横断型の世界水準の総合学術研究を戦略的に集約し、研究に特化した組織です。リスク共生社会創造センター、台風科学技術研究センター、豊穣な社会研究センター、次世代ヘルステクノロジー研究センターの４つのセンターのほか、共創革新ダイナミクス研究ユニット、生物圏研究ユニット、革新と共創のための人工知能研究ユニットの３つの研究ユニットを形成し、多様性の強化を図り、社会貢献や社会共創を強く意識した研究を進めていきます。IMS新設に伴い、新たな社会課題に対応する技術要請を反映し、本学１つめの高等研究院である先端科学高等研究院（Institute of Advanced Sciences（略称：IAS））の研究ユニット再編を行い、若手の先鋭研究者リードの体制に刷新し、世界水準の国際研究拠点となることで本学の研究力の一層の向上を目指しています。 問い合わせ担当先 総合学術高等研究院　藤井 メールアドレス：ias-ims ynu.ac.jp (担当：学長室)
2023,令和６年度からの奨学金制度の改正について - 横浜国立大学,日本学生支援機構の奨学金制度については、令和６年度から、以下３点の改正、支援拡充を予定しています。 1.高等教育の修学支援新制度の中間層への対象拡大 2.修士段階における「授業料後払い制度」の創設 3.貸与奨学金における減額返還制度の見直し 改正内容は「令和６年度からの奨学金制度の改正について」をご確認ください。 (担当：学務・国際戦略部学生支援課)
